"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote"
"HCAC.WS","Hennessy Capital Acquisition Corp. III","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcac.ws"
"HLM^","Hillman Group Capital Trust","33.576","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hlm^"
"HMG","HMG/Courtland Properties, Inc.","11.08","11106503.36","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hmg"
"HUSA","Houston American Energy Corporation","0.5","27117357.5","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/husa"
"IBIO","iBio, Inc.","0.31","28401738.1","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ibio"
"IBO","IBO (Listing Market - NYSE Amex Network B F)","153.82","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibo"
"IEC","IEC Electronics Corp.","4.27","44068189.13","n/a","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/iec"
"IMUC","ImmunoCellular Therapeutics, Ltd.","0.28","4435669.28","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/imuc"
"IMUC.WS","ImmunoCellular Therapeutics, Ltd.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/imuc.ws"
"IMH","Impac Mortgage Holdings, Inc.","13.17","275198212.8","n/a","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/imh"
"IMO","Imperial Oil Limited","30.2","25498252569.8","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/imo"
"IOR","Income Opportunity Realty Investors, Inc.","9.42","39264575.88","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ior"
"IGC","India Globalization Capital Inc.","0.315","8640821.07","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/igc"
"INFU","InfuSystems Holdings, Inc.","1.95","44373624.75","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/infu"
"IHT","InnSuites Hospitality Trust","2","19555978","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iht"
"NSPR","InspireMD, Inc.","0.34","2538402.26","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nspr"
"NSPR.WS","InspireMD, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nspr.ws"
"NSPR.WS.B","InspireMD, Inc.","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nspr.ws.b"
"IFMI","Institutional Financial Markets, Inc.","1.16","14696306.8","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ifmi"
"IDN","Intellicheck, Inc.","2.62","39251878.46","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/idn"
"INS","Intelligent Systems Corporation","4.1","35989750.8","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ins"
"THM","International Tower Hill Mines Ltd","0.61","99059727.56","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/thm"
"INTT","inTest Corporation","7.6","79055640.8","n/a","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/intt"
"INUV","Inuvo, Inc","0.99","28195852.41","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/inuv"
"VKI","Invesco Advantage Municipal Income Trust II","11.72","520268977.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vki"
"ISR","IsoRay, Inc.","0.5321","29274768.6499","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/isr"
"ISDR","Issuer Direct Corporation","12.5","36926150","n/a","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/isdr"
"JRJR","JRjr33, Inc.","0.63","24809769.18","n/a","2014","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/jrjr"
"KIQ","Kelso Technologies Inc","0.59","27677933.68","n/a","n/a","Capital Goods","Railroads","http://www.nasdaq.com/symbol/kiq"
"KLDX","Klondex Mines Ltd.","3.42","607322413.26","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/kldx"
"LTS","Ladenburg Thalmann Financial Services Inc","2.56","502660869.12","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/lts"
"LTS^A","Ladenburg Thalmann Financial Services Inc","25.01","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lts^a"
"LAQ","Latin America Equity Fund, Inc. (The)","27.14","202152751.38","n/a","1991","n/a","n/a","http://www.nasdaq.com/symbol/laq"
"LGL","LGL Group, Inc. (The)","5.15","13778644.75","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lgl"
"LBY","Libbey, Inc.","8.2","180519646.2","n/a","1993","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lby"
"LLEX","Lilis Energy, Inc.","3.78","192094738.92","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/llex"
"LIQT","LiqTech International, Inc.","0.3999","17687282.6736","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/liqt"
"MAG","MAG Silver Corporation","12.71","1026928586.29","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mag"
"MJCO","Majesco","4.93","180080900.38","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mjco"
"MHH","Mastech Digital, Inc","9.12","49692162.24","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/mhh"
"MTNB","Matinas Biopharma Holdings, Inc.","1.29","118644296.67","n/a","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mtnb"
"IPB","Merrill Lynch & Co., Inc.","27.85","0","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ipb"
"MXC","Mexco Energy Corporation","4.74","9656640.84","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mxc"
"CCA","MFS California Insured Municipal Trust","12.2498","34131311.495","n/a","1999","n/a","n/a","http://www.nasdaq.com/symbol/cca"
"MICR","Micron Solutions, Inc.","3.6","10155596.4","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/micr"
"MLSS","Milestone Scientific, Inc.","1.3","42886641.2","n/a","2015","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/mlss"
"MVF","MuniVest Fund, Inc.","9.86","635946395.16","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mvf"
"MZA","MuniYield Arizona Fund, Inc.","16.016","73966965.072","n/a","1993","n/a","n/a","http://www.nasdaq.com/symbol/mza"
"MYO","Myomo Inc.","6.22","37862477.3","n/a","2017","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/myo"
"NNVC","NanoViricides, Inc.","1.4","88300800","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/nnvc"
"ATEST","NASDAQ TEST STOCK","24.8","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/atest"
"ATEST.A","NASDAQ TEST STOCK","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/atest.a"
"ATEST.B","NASDAQ TEST STOCK","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/atest.b"
"ATEST.C","NASDAQ TEST STOCK","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/atest.c"
"NHC","National HealthCare Corporation","60.97","926440979.1","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/nhc"
"NAVB","Navidea Biopharmaceuticals, Inc.","0.41","66504724.86","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/navb"
"NTIP","Network-1 Technologies, Inc.","3.8","91810884.2","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/ntip"
"NBW","Neuberger Berman California Intermediate Municipal Fund Inc.","14.4269","80084356.6836","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nbw"
"NHS","Neuberger Berman High Yield Strategies Fund","12","234487020","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nhs"
"NBH","Neuberger Berman Intermediate Municipal Fund Inc.","15.54","292131316.26","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nbh"
"NML","Neuberger Berman MLP Income Fund Inc.","9.65","546758655.2","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/nml"
"NBO","Neuberger Berman New York Intermediate Municipal Fund Inc.","12.81","65041711.77","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/nbo"
"NRO","Neuberger Berman Real Estate Securities Income Fund, Inc.","5.53","262230775.1","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/nro"
"UWN","Nevada Gold & Casinos, Inc.","2.39","40238539.51","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/uwn"
"NSU","Nevsun Resources Ltd","2.24","676675274.24","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nsu"
"GBR","New Concept Energy, Inc","1.3099","2550288.8466","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gbr"
"NEN","New England Realty Associates Limited Partnership","70.9","264568667.5","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/nen"
"NGD","New Gold Inc.","3.75","2160668617.5","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ngd"
"NXE","Nexgen Energy Ltd.","2.4","812019513.6","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nxe"
"HLTH","Nobilis Health Corp.","1.45","112817270.3","n/a","2015","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hlth"
"NAK","Northern Dynasty Minerals, Ltd.","1.81","550128907.63","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nak"
"NOG","Northern Oil and Gas, Inc.","0.8584","54784828.8352","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nog"
"NBY","NovaBay Pharmaceuticals, Inc.","4.45","68125828.75","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nby"
"NG","Novagold Resources Inc.","4.38","1409088976.56","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ng"
"NTN","NTN Buzztime, Inc.","7.37","18539478.21","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/ntn"
"NJV","Nuveen New Jersey Municipal Value Fund","15.45","23968465.65","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/njv"
"NPN","Nuveen Pennsylvania Municipal Value Fund","15.48","18914470.2","n/a","2009","n/a","n/a","http://www.nasdaq.com/symbol/npn"
"OCX","OncoCyte Corporation","5.75","180184800.25","n/a","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/ocx"
"OGEN","Oragenics, Inc.","0.3204","15787459.7676","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ogen"
"TIS","Orchids Paper Products Company","12.9","134535273.9","n/a","2005","Basic Industries","Paper","http://www.nasdaq.com/symbol/tis"
"ONP","Orient Paper, Inc.","0.87","18661774.92","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/onp"
"ORM","Owens Realty Mortgage, Inc.","17.29","176413742.96","n/a","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/orm"
"PCG^A","Pacific Gas & Electric Co.","32.6001","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^a"
"PCG^B","Pacific Gas & Electric Co.","29.1","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^b"
"PCG^C","Pacific Gas & Electric Co.","27.19","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^c"
"PCG^D","Pacific Gas & Electric Co.","26.56","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^d"
"PCG^E","Pacific Gas & Electric Co.","26.43","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^e"
"PCG^G","Pacific Gas & Electric Co.","26.139","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^g"
"PCG^H","Pacific Gas & Electric Co.","25.05","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^h"
"PCG^I","Pacific Gas & Electric Co.","25.1","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pcg^i"
"PTN","Palatin Technologies, Inc.","0.453","69219218.118","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptn"
"PARR","Par Pacific Holdings, Inc.","17.81","815747209.03","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/parr"
"PZG","Paramount Gold Nevada Corp.","1.58","28092327.32","n/a","2015","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pzg"
"TEUM","Pareteum Corporation","0.92","13345080.24","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/teum"
"PRK","Park National Corporation","96.95","1483051906","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/prk"
"BTU^","Peabody Energy Corporation","60","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/btu^"
"PED","Pedevco Corp.","0.663","4034175.327","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ped"
"PFNX","Pfenex Inc.","3.52","82820936","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pfnx"
"HNW","Pioneer Diversified High Income Trust","16.45","137074395.5","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/hnw"
"PLG","Platinum Group Metals Ltd.","0.6961","103349533.3297","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plg"
"PLYM","Plymouth Industrial REIT, Inc.","17.88","68174401.68","n/a","2017","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/plym"
"PLM","Polymet Mining Corp.","0.63","201002561.55","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plm"
"PW","Power REIT","6.53","11932523.67","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pw"
"PW^A","Power REIT","26.25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pw^a"
"PLX","Protalix BioTherapeutics, Inc.","0.5402","72038392.0678","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/plx"
"RLGT","Radiant Logistics, Inc.","5.07","247853835.06","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rlgt"
"RLGT^A","Radiant Logistics, Inc.","26.23","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rlgt^a"
"UTG","Reaves Utility Income Fund","35.61","1222546032.57","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/utg"
"UTG~$","Reaves Utility Income Fund","0.37","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/utg~$"
"REED","Reeds, Inc.","2.3","34812234.2","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/reed"
"RWC","RELM Wireless Corporation","4.25","58839482","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/rwc"
"RCG","RENN Fund, Inc.","1.38","6160274.46","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rcg"
"RVP","Retractable Technologies, Inc.","0.65","20583195.1","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rvp"
"RNN","Rexahn Pharmaceuticals, Inc.","2.34","66595943.7","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rnn"
"REI","Ring Energy, Inc.","12.22","661662910.22","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rei"
"RIF","RMR Real Estate Income Fund","20.66","158080134.62","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rif"
"RIF~","RMR Real Estate Income Fund","0.5386","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rif~"
"SACH","Sachem Capital Corp.","4.95","54961023.15","n/a","2017","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sach"
"SGA","Saga Communications, Inc.","41.75","246655618.25","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sga"
"SSN","Samson Oil & Gas Limited","0.369","6057135.738","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssn"
"SNMP","Sanchez Midstream Partners LP","10.45","152592446.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/snmp"
"SAND          ","Sandstorm Gold Ltd","4.75","876443504.5","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sand"
"SEB","Seaboard Corporation","4407.6","5159316180","n/a","1996","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/seb"
"SENS","Senseonics Holdings, Inc.","3.11","383156792.51","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sens"
"SVT","Servotronics, Inc.","9.15","22275208.35","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/svt"
"SMTS","Sierra Metals Inc.","2.85","463636375.5","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/smts"
"SIF","SIFCO Industries, Inc.","5.85","32735307.15","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/sif"
"SVM","Silvercorp Metals Inc.","3.14","527468987.56","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/svm"
"SKY","Skyline Corporation","10.92","91632384.48","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/sky"
"XPL","Solitario Zinc Corp.","0.765","44710704.99","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/xpl"
"SCE^B","Southern California Edison Company","24.79","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^b"
"SCE^C","Southern California Edison Company","24.4501","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^c"
"SCE^D","Southern California Edison Company","24.95","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^d"
"SCE^E","Southern California Edison Company","25.315","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^e"
"SGB","Southwest Georgia Financial Corporation","19.7084","50205907.3708","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sgb"
"LOV","Spark Networks, Inc.","1.3","41828829.9","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lov"
"SRCI","SRC Energy Inc.","7.95","1596941168.85","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/srci"
"SGY.WS","Stone Energy Corporation","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sgy.ws"
"STRP","Straight Path Communications Inc.","179.09","2277991668.35","n/a","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/strp"
"SSY","SunLink Health Systems, Inc.","1.5","13743912","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ssy"
"SDPI","Superior Drilling Products, Inc.","0.695","16817017.86","n/a","2014","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/sdpi"
"STS","Supreme Industries, Inc.","20.98","360021625.4","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/sts"
"SYN","Synthetic Biologics, Inc","0.75","96185302.5","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syn"
"TKAT","Takung Art Co., Ltd.","3","33566646","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/tkat"
"TRX","Tanzanian Royalty Exploration Corporation","0.435","52406079.945","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/trx"
"TGB","Taseko Mines Limited","2.02","456980830.68","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgb"
"TIK","Tel-Instrument Electronics Corp.","3.6","11721193.2","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/tik"
"TGC","Tengasco, Inc.","0.643","6825138.289","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tgc"
"GLU","The Gabelli Global Utility and Income Trust","20.7098","85144138.6106","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/glu"
"GLU^A","The Gabelli Global Utility and Income Trust","50.85","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/glu^a"
"GGO","The Gabelli Go Anywhere Trust","17.49","28162957.68","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/ggo"
"GGO^A","The Gabelli Go Anywhere Trust","44.5","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ggo^a"
"TXMD","TherapeuticsMD, Inc.","5.95","1213961494.9","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/txmd"
"TMP","Tompkins Financial Corporation","76.47","1161646670.07","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tmp"
"TAT","Transatlantic Petroleum Ltd","0.7102","33880329.6272","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tat"
"TRXC","TransEnterix, Inc.","1.01","150021719.56","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/trxc"
"TMQ","Trilogy Metals Inc.","1.02","107745847.68","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tmq"
"TPHS","Trinity Place Holdings Inc.","6.97","219175086.21","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/tphs"
"TRT","Trio-Tech International","4.1","14444525.5","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trt"
"HTM","U.S. Geothermal Inc.","3.89","74842374.65","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/htm"
"UFAB","Unique Fabricating, Inc.","7.38","72002660.04","n/a","2015","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ufab"
"UAMY","United States Antimony Corporation","0.32","21596208.96","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/uamy"
"UUU","Universal Security Instruments, Inc.","1.7","3931907.9","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/uuu"
"UQM","UQM TECHNOLOGIES INC","0.92","44752318.08","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/uqm"
"URG","Ur Energy Inc","0.6","87605523","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urg"
"UEC","Uranium Energy Corp.","1.34","205117570.76","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/uec"
"VSR","Versar, Inc.","0.78","7762722.24","n/a","1986","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsr"
"VII","Vicon Industries, Inc.","0.464","4337652.032","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/vii"
"VHC","VirnetX Holding Corp","3.95","230320684.3","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/vhc"
"VGZ","Vista Gold Corporation","0.827","81208346.716","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/vgz"
"VNRX","VolitionRX Limited","2.885","76506449.5","n/a","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vnrx"
"VISI","Volt Information Sciences, Inc.","3","62782563","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/visi"
"EAD","Wells Fargo Income Opportunities Fund","8.61","607170776.94","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/ead"
"ERC","Wells Fargo Multi-Sector Income Fund","13.44","469589352.96","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/erc"
"ERH","Wells Fargo Utilities and High Income Fund","13.3","122947288.1","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/erh"
"SBI","Western Asset Intermediate Muni Fund Inc","9.87","138992449.05","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/sbi"
"WRN","Western Copper and Gold Corporation","1.33","128283733.55","n/a","2011","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/wrn"
"WYY","WidePoint Corporation","0.5699","47271408.1053","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wyy"
"WTT","Wireless Telecom Group,  Inc.","1.48","33125173.52","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/wtt"
"XTNT","Xtant Medical Holdings, Inc.","0.76","13750378.28","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xtnt"
"YUMA","Yuma Energy, Inc.","1.2","15071529.6","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/yuma"
"ZDGE","Zedge, Inc.","1.87","18041083.06","n/a","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/zdge"
